0.358492  -1.138988
-0.140219  -0.960617
0.763256  -0.790981
-0.937958  -0.330109
-0.963668  0.029474
0.317695  1.007344
0.912762  -0.713115
0.984677  0.342991
0.296360  0.912325
-0.444332  -0.618117
-0.709429  -0.113688
0.318507  0.559053
0.414380  -1.042654
-0.212699  -0.846289
0.339851  -0.377265
-0.000846  1.226412
-0.015387  0.987269
0.745100  -0.775260
-0.993623  -0.806544
-0.354293  1.220269
0.444521  -1.077426
-0.379869  -1.313499
0.808219  0.521594
1.114348  -0.263359
-1.240153  0.457613
0.870147  0.039925
1.045743  -0.042521
0.760300  0.752064
-0.243464  -0.576991
0.476147  -0.316927
0.780742  0.833051
0.735497  -0.126067
0.672440  0.931301
0.998071  -0.103969
-0.837391  -0.554612
-1.048545  -0.035957
-0.368909  -0.543488
0.506694  -1.060727
0.241297  0.557365
0.123192  -0.995142
0.833022  -0.497485
0.903285  0.179721
-0.845248  -0.429837
0.483071  0.316071
0.036657  -0.859695
0.949595  -0.404633
0.842669  0.770557
0.680202  0.622381
-1.147913  0.099721
-0.772294  1.075235
1.024981  0.319244
-0.104833  0.669969
-0.637075  -0.926450
0.682328  0.972910
-0.362333  -0.897681
0.819981  -0.074892
-0.220846  1.109683
-0.205863  0.961656
-0.359562  0.107261
-0.957838  -0.483748
0.712578  0.473042
-0.157620  1.018772
-0.904943  0.166372
-0.662833  0.424530
0.565292  0.902251
-0.807973  -0.963434
-1.237719  0.265142
0.749972  0.523827
-0.429610  0.736823
-0.737314  0.146802
0.892129  -0.103209
-0.650528  -0.456864
1.097199  -0.823880
1.014831  -0.798954
-1.032461  0.316008
0.440507  -1.333182
1.248080  0.638663
-0.681492  0.955241
0.148452  -1.038268
-0.611274  1.053717
-0.334168  1.033272
-0.784848  -0.144078
1.052888  -0.630410
1.121245  0.575970
-0.858651  -0.522593
0.369250  0.798030
-0.939037  -0.281395
-0.553300  0.771997
-0.715004  -1.034765
0.298173  -0.889186
0.762522  0.311020
-0.532766  0.648842
-0.740331  0.262400
-0.770209  1.011573
-0.067772  -1.026664
0.817182  -0.550087
0.081707  -1.017508
-0.449536  -0.716210
-0.281559  -0.795104
0.749616  -0.859053
0.963241  0.267843
0.325907  -1.169127
-1.302215  0.400409
0.822136  -0.817043
1.216053  -0.298454
-0.742476  -0.279745
0.760759  0.416599
-1.354232  -0.294579
-0.920902  -0.478134
0.558359  -0.819312
-0.927125  0.070624
-0.393468  -0.715061
-0.756730  -0.428120
-0.383129  -0.701190
0.936213  -0.396780
0.415585  0.272494
0.657393  -0.145175
-0.412835  -0.373221
-0.394211  0.951908
-0.695360  0.520188
-0.351311  0.768702
0.720348  1.030618
0.828487  0.687708
-0.216989  1.119802
0.543018  -1.181630
-0.742325  0.236436
-1.007939  0.229667
-0.742774  0.493950
-0.859882  -0.736793
-0.892396  0.568494
-0.688246  -0.007311
-0.746573  -0.609932
-0.144639  -0.838805
-1.116289  -0.343478
-0.427980  -0.501139
1.165263  0.148707
-0.804573  0.271119
-1.205437  -0.156416
0.863832  -0.635149
-0.185210  1.112755
0.837205  0.257844
-0.342832  0.752845
0.335170  0.878352
-0.496999  0.754860
0.407116  -0.666756
0.416203  -1.188439
0.855010  -0.734648
0.493898  1.173414
0.971564  0.089316
0.857355  -0.305601
-1.012791  0.838267
0.367665  0.766363
-0.169329  -1.419636
-0.233773  -1.178567
1.037519  0.104039
0.329542  -0.801569
-0.827686  0.459608
0.685914  0.207743
-0.823567  -0.242615
-0.153106  0.921654
1.108767  -0.351647
-0.135036  -0.873490
1.009266  0.631938
1.152498  -0.940167
-0.434037  -0.878146
-0.460425  1.256321
-0.755070  0.530350
-0.803806  0.440458
-0.767184  0.908789
-0.915830  0.437684
0.501303  1.089037
1.187592  -0.073176
0.877692  0.382261
0.455484  -0.719556
0.220559  1.268997
-0.005281  0.878376
0.245697  1.445820
0.982270  -0.242008
0.067601  -0.982286
-0.002919  -0.867101
-0.219787  -0.925914
0.016546  1.002143
-0.331370  -1.103966
0.936896  -0.084145
0.158859  0.783860
-0.221388  0.486951
0.794421  0.614924
-0.948642  -0.043479
-0.702420  0.971339
0.630727  -0.379345
0.938536  0.651001
0.793825  -0.211412
0.940013  0.839119
-0.714253  0.938500
0.246369  -0.900301
-0.267919  -0.845080
0.627634  0.940539
-0.833896  -0.404221
-0.425154  -0.659023
-0.242690  -0.813634
0.826882  -0.149952
0.168546  -0.372792
-0.926168  -0.390710
-0.556790  0.894454
-0.956911  0.360255
-0.863861  -0.371245
1.017324  -0.246383
-0.675656  0.377026
0.733834  0.730872
0.568336  -0.516503
-0.733164  0.980488
-0.670815  0.684888
-0.990862  0.063235
0.111309  -0.933560
-0.875172  1.108678
0.733499  -0.677202
-0.039405  -0.761083
0.637944  1.136302
1.026806  -0.567469
0.735454  -0.586857
-0.880775  -0.592815
0.821980  0.607737
-0.419530  0.278093
-0.827489  -0.024433
0.327432  1.016028
0.693697  0.615263
0.387079  -0.156359
0.541265  -0.036780
-0.954983  -0.598639
-0.053886  -1.086253
0.718014  -0.093210
-0.085697  -1.031422
0.090426  -0.875265
-0.490724  0.909141
-1.058967  0.669966
0.337852  -0.928924
0.067705  0.615782
-0.302807  1.009104
0.991935  0.173522
-0.837327  0.448543
-0.558957  0.235993
0.016903  0.929248
-0.454459  -0.477522
-0.652071  0.673127
0.333259  1.309626
-0.999611  -0.030263
-0.629717  0.510703
0.952737  -0.495732
0.042258  -1.242600
-0.750148  -0.431897
-0.340324  1.182375
-0.073037  1.195260
0.004913  0.946232
-0.610142  -0.817272
-0.804750  -0.058634
-0.591950  0.543465
-0.632188  -0.724074
-0.792101  -0.707771
-0.192485  -0.904881
-0.083957  -0.868456
-0.754732  0.536233
0.402510  1.210791
-0.127297  -0.475355
-0.245157  -0.596704
0.967632  0.569551
0.905544  0.353945
-0.609524  -0.404795
0.727243  -0.625284
-0.636923  0.680816
-1.099887  -0.238441
0.836643  0.272689
-1.141735  -0.485660
-0.828539  0.469826
-1.072454  -0.588191
-0.385922  -0.545465
1.046185  0.462706
-0.784800  -0.655062
-1.125867  -0.044141
-0.918741  0.133483
0.032767  -1.165595
-0.293768  0.905555
-0.952283  -0.551800
-0.685818  -0.969897
-0.539748  0.475810
-0.768631  0.381201
-0.828205  0.091583
0.050854  1.076606
0.744879  0.189341
-0.460549  -1.233574
-0.698253  -0.423334
0.385977  -1.034425
0.710441  0.613079
-0.893429  -0.674254
-0.849530  0.602342
-0.315945  0.690830
-0.593318  -0.158732
-0.720074  0.341057
-0.589598  0.630794
0.109834  -1.285879
1.086397  0.088703
0.737225  0.558426
0.439041  -0.717960
-0.353658  0.954296
-0.433358  0.874981
0.892737  0.221055
-0.676825  -1.200519
0.249156  -0.724627
1.035399  -0.442897
0.544646  0.539882
0.467877  0.896366
0.805200  0.140223
0.774448  -0.982279
0.179113  0.794688
-0.151867  1.018333
-0.664999  -0.955750
-1.005183  0.673971
-0.607837  0.701060
0.312686  0.915563
0.749607  0.477945
-0.765540  -0.448744
0.189163  1.178016
-0.363981  -1.156835
0.557530  -1.068872
0.733795  -0.897189
-0.681400  0.263852
-0.095427  0.930677
-0.385047  1.205436
-0.383100  1.250430
1.030044  -0.203068
0.662038  -0.677986
0.443215  -0.823980
0.844838  0.005048
0.637510  0.491404
-0.894429  0.356409
0.946483  -0.159965
-1.055006  0.499782
-1.329566  -0.803665
0.119658  -0.997369
-0.015613  0.825411
0.829822  -0.043349
0.255745  1.017219
0.690556  0.814763
-0.300926  1.211039
0.848680  -0.766645
0.719147  0.753257
-0.487094  -0.941992
-0.633431  -0.611227
0.536034  -1.206190
-0.803891  0.605258
1.122348  0.625038
-0.929018  -0.461732
0.274821  0.979343
0.000595  0.823533
-1.073093  -0.110139
0.383950  0.812712
0.668633  0.805158
-0.668347  0.455147
-0.199280  -1.365001
0.477411  1.075869
-0.710519  -0.279376
-0.243561  -0.963573
0.478151  1.125522
-0.632358  -0.722157
-0.780388  -0.925355
0.233108  -0.828888
1.064989  0.055278
0.399689  0.700174
0.730886  -0.347820
0.292521  -1.178836
0.092822  -0.931442
-0.113402  -0.796724
0.061637  -0.801686
-0.996839  0.075255
0.051102  -0.646662
0.407120  1.085697
